project,description,tags,start,end,updated,duration,modified
project_7,description_51,None,2018-04-01T23:39:44-04:00,2018-04-02T01:14:30-04:00,2018-04-02T01:14:40-04:00,5686000,True
project_1,description_1,None,2018-04-01T22:55:02-04:00,2018-04-01T23:39:42-04:00,2018-04-01T23:39:44-04:00,2680000,True
project_4,description_4,None,2018-04-01T22:07:07-04:00,2018-04-01T22:55:02-04:00,2018-04-01T22:55:02-04:00,2875000,False
project_7,description_51,None,2018-04-01T20:52:54-04:00,2018-04-01T22:07:02-04:00,2018-04-01T22:07:04-04:00,4448000,True
project_1,description_1,None,2018-04-01T19:21:26-04:00,2018-04-01T20:35:27-04:00,2018-04-01T20:49:08-04:00,4441000,True
project_3,description_3,None,2018-04-01T14:45:15-04:00,2018-04-01T19:18:17-04:00,2018-04-01T20:49:45-04:00,16382000,True
project_6,description_6,None,2018-04-01T14:15:00-04:00,2018-04-01T14:36:00-04:00,2018-04-01T14:52:02-04:00,1260000,True
project_3,description_8,None,2018-04-01T14:00:00-04:00,2018-04-01T14:12:00-04:00,2018-04-01T14:51:43-04:00,720000,True
project_4,description_4,None,2018-04-01T12:37:00-04:00,2018-04-01T13:58:00-04:00,2018-04-01T14:50:33-04:00,4860000,True
project_3,description_8,None,2018-04-01T12:24:00-04:00,2018-04-01T12:32:00-04:00,2018-04-01T14:49:56-04:00,480000,True
project_2,description_2,None,2018-04-01T11:15:43-04:00,2018-04-01T12:21:00-04:00,2018-04-01T12:42:27-04:00,3917000,True
project_3,description_3,None,2018-04-01T10:39:00-04:00,2018-04-01T11:15:36-04:00,2018-04-01T14:49:13-04:00,2196000,True
project_3,description_7,None,2018-04-01T09:01:18-04:00,2018-04-01T10:37:00-04:00,2018-04-01T14:49:07-04:00,5742000,True
project_7,description_52,None,2018-03-31T22:41:56-04:00,2018-04-01T02:11:46-04:00,2018-04-01T02:11:48-04:00,12590000,True
project_1,description_11,None,2018-03-31T22:27:41-04:00,2018-03-31T22:41:43-04:00,2018-03-31T22:41:54-04:00,842000,True
project_7,description_52,None,2018-03-31T22:12:12-04:00,2018-03-31T22:27:24-04:00,2018-03-31T22:27:24-04:00,912000,False
project_3,description_3,None,2018-03-31T20:25:54-04:00,2018-03-31T22:09:18-04:00,2018-03-31T22:09:20-04:00,6204000,True
project_7,description_52,None,2018-03-31T18:11:24-04:00,2018-03-31T20:24:22-04:00,2018-03-31T20:24:23-04:00,7978000,True
project_1,description_1,None,2018-03-31T17:03:00-04:00,2018-03-31T17:31:35-04:00,2018-03-31T17:32:58-04:00,1715000,True
project_6,description_19,None,2018-03-31T16:40:49-04:00,2018-03-31T17:00:00-04:00,2018-03-31T17:32:52-04:00,1151000,True
project_2,description_2,None,2018-03-31T15:55:00-04:00,2018-03-31T16:40:34-04:00,2018-03-31T16:40:44-04:00,2734000,True
project_3,description_3,None,2018-03-31T14:50:00-04:00,2018-03-31T15:51:00-04:00,2018-03-31T15:53:10-04:00,3660000,True
project_1,description_1,None,2018-03-31T14:34:03-04:00,2018-03-31T14:48:00-04:00,2018-03-31T15:52:42-04:00,837000,True
project_1,description_1,None,2018-03-31T14:20:00-04:00,2018-03-31T14:33:48-04:00,2018-03-31T14:33:59-04:00,828000,True
project_6,description_6,None,2018-03-31T13:55:00-04:00,2018-03-31T14:19:00-04:00,2018-03-31T14:33:42-04:00,1440000,True
project_3,description_8,None,2018-03-31T13:30:00-04:00,2018-03-31T13:52:00-04:00,2018-03-31T14:33:20-04:00,1320000,True
project_5,description_9,None,2018-03-31T12:23:00-04:00,2018-03-31T13:29:00-04:00,2018-03-31T14:33:02-04:00,3960000,True
project_3,description_8,None,2018-03-31T12:01:22-04:00,2018-03-31T12:22:59-04:00,2018-03-31T12:22:59-04:00,1297000,False
project_2,description_2,None,2018-03-31T11:50:48-04:00,2018-03-31T12:01:22-04:00,2018-03-31T12:01:23-04:00,634000,True
project_3,description_3,None,2018-03-31T10:56:57-04:00,2018-03-31T11:50:41-04:00,2018-03-31T11:50:41-04:00,3224000,False
project_3,description_7,None,2018-03-31T09:08:15-04:00,2018-03-31T10:56:50-04:00,2018-03-31T10:56:50-04:00,6515000,False
project_3,description_3,None,2018-03-30T23:00:01-04:00,2018-03-31T01:33:02-04:00,2018-03-31T14:32:52-04:00,9181000,True
project_4,description_4,None,2018-03-30T22:42:00-04:00,2018-03-30T22:57:05-04:00,2018-03-30T22:57:17-04:00,905000,True
project_1,description_1,None,2018-03-30T22:00:13-04:00,2018-03-30T22:39:16-04:00,2018-03-30T22:39:18-04:00,2343000,True
project_3,description_3,None,2018-03-30T20:47:52-04:00,2018-03-30T22:00:13-04:00,2018-03-30T22:00:15-04:00,4341000,True
project_6,description_19,None,2018-03-30T19:11:33-04:00,2018-03-30T20:37:29-04:00,2018-03-30T20:37:30-04:00,5156000,True
project_3,description_3,None,2018-03-30T15:24:01-04:00,2018-03-30T19:00:07-04:00,2018-03-30T20:43:32-04:00,12966000,True
project_3,description_8,None,2018-03-30T15:04:18-04:00,2018-03-30T15:16:20-04:00,2018-03-30T20:42:48-04:00,722000,True
project_4,description_4,None,2018-03-30T13:15:51-04:00,2018-03-30T15:02:52-04:00,2018-03-30T20:42:09-04:00,6421000,True
project_3,description_8,None,2018-03-30T12:59:23-04:00,2018-03-30T13:10:25-04:00,2018-03-30T20:41:47-04:00,662000,True
project_2,description_2,None,2018-03-30T12:14:00-04:00,2018-03-30T12:56:01-04:00,2018-03-30T20:41:21-04:00,2521000,True
project_1,description_1,None,2018-03-30T11:58:23-04:00,2018-03-30T12:13:24-04:00,2018-03-30T20:40:50-04:00,901000,True
project_6,description_6,None,2018-03-30T11:31:55-04:00,2018-03-30T11:56:56-04:00,2018-03-30T20:40:14-04:00,1501000,True
project_3,description_3,None,2018-03-30T11:06:32-04:00,2018-03-30T11:30:36-04:00,2018-03-30T20:37:50-04:00,1444000,True
project_3,description_7,None,2018-03-30T08:58:32-04:00,2018-03-30T11:05:25-04:00,2018-03-30T20:37:44-04:00,7613000,True
project_3,description_3,None,2018-03-29T22:10:51-04:00,2018-03-30T01:29:32-04:00,2018-03-30T01:29:34-04:00,11921000,True
project_2,description_2,None,2018-03-29T21:41:22-04:00,2018-03-29T22:05:24-04:00,2018-03-29T22:10:46-04:00,1442000,True
project_4,description_4,None,2018-03-29T15:51:00-04:00,2018-03-29T21:41:57-04:00,2018-03-29T22:10:19-04:00,21057000,True
project_3,description_3,None,2018-03-29T15:27:00-04:00,2018-03-29T15:41:00-04:00,2018-03-29T15:43:58-04:00,840000,True
project_6,description_6,None,2018-03-29T15:18:00-04:00,2018-03-29T15:24:00-04:00,2018-03-29T15:43:35-04:00,360000,True
project_2,description_2,None,2018-03-29T14:39:00-04:00,2018-03-29T15:17:00-04:00,2018-03-29T15:43:06-04:00,2280000,True
project_1,description_1,None,2018-03-29T14:07:00-04:00,2018-03-29T14:34:00-04:00,2018-03-29T15:42:43-04:00,1620000,True
project_6,description_6,None,2018-03-29T13:42:37-04:00,2018-03-29T14:04:00-04:00,2018-03-29T15:42:18-04:00,1283000,True
project_3,description_8,None,2018-03-29T13:19:34-04:00,2018-03-29T13:42:36-04:00,2018-03-29T13:42:36-04:00,1382000,False
project_5,description_9,None,2018-03-29T12:10:13-04:00,2018-03-29T13:19:34-04:00,2018-03-29T13:19:37-04:00,4161000,True
project_3,description_8,None,2018-03-29T11:45:20-04:00,2018-03-29T12:10:12-04:00,2018-03-29T12:10:13-04:00,1492000,True
project_3,description_7,None,2018-03-29T09:07:17-04:00,2018-03-29T11:15:54-04:00,2018-03-29T11:15:54-04:00,7717000,False
project_3,description_3,None,2018-03-28T23:51:31-04:00,2018-03-29T02:02:22-04:00,2018-03-29T02:02:24-04:00,7851000,True
project_3,description_3,None,2018-03-28T22:43:56-04:00,2018-03-28T23:39:01-04:00,2018-03-28T23:39:04-04:00,3305000,True
project_9,description_40,None,2018-03-28T20:35:38-04:00,2018-03-28T22:08:25-04:00,2018-03-28T22:08:25-04:00,5567000,False
project_3,description_3,None,2018-03-28T19:59:44-04:00,2018-03-28T20:32:21-04:00,2018-03-28T20:32:21-04:00,1957000,False
project_6,description_19,None,2018-03-28T19:39:30-04:00,2018-03-28T19:59:44-04:00,2018-03-28T19:59:44-04:00,1214000,False
project_3,description_3,None,2018-03-28T16:59:58-04:00,2018-03-28T19:39:30-04:00,2018-03-28T19:39:30-04:00,9572000,False
project_1,description_1,None,2018-03-28T16:44:00-04:00,2018-03-28T16:59:56-04:00,2018-03-28T16:59:57-04:00,956000,True
project_3,description_8,None,2018-03-28T15:22:00-04:00,2018-03-28T16:07:26-04:00,2018-03-28T16:07:26-04:00,2726000,False
project_7,description_12,None,2018-03-28T14:04:02-04:00,2018-03-28T15:20:00-04:00,2018-03-28T16:07:11-04:00,4558000,True
project_7,description_10,None,2018-03-28T13:11:15-04:00,2018-03-28T14:04:00-04:00,2018-03-28T14:04:02-04:00,3165000,True
project_1,description_11,None,2018-03-28T12:42:45-04:00,2018-03-28T13:11:14-04:00,2018-03-28T13:11:14-04:00,1709000,False
project_3,description_8,None,2018-03-28T12:35:01-04:00,2018-03-28T12:42:44-04:00,2018-03-28T12:42:44-04:00,463000,False
project_2,description_2,None,2018-03-28T11:38:36-04:00,2018-03-28T12:34:21-04:00,2018-03-28T12:34:37-04:00,3345000,True
project_3,description_3,None,2018-03-28T10:26:24-04:00,2018-03-28T11:38:25-04:00,2018-03-28T11:38:25-04:00,4321000,False
project_3,description_7,None,2018-03-28T08:56:19-04:00,2018-03-28T10:26:16-04:00,2018-03-28T10:26:16-04:00,5397000,False
project_3,description_3,None,2018-03-28T01:36:04-04:00,2018-03-28T02:08:40-04:00,2018-03-28T02:08:40-04:00,1956000,False
project_3,description_3,None,2018-03-28T00:10:54-04:00,2018-03-28T01:23:55-04:00,2018-03-28T01:24:05-04:00,4381000,True
project_7,description_53,None,2018-03-27T21:29:36-04:00,2018-03-28T00:07:43-04:00,2018-03-28T00:07:45-04:00,9487000,True
project_3,description_3,None,2018-03-27T20:59:39-04:00,2018-03-27T21:28:41-04:00,2018-03-27T21:28:52-04:00,1742000,True
project_7,description_53,None,2018-03-27T20:25:11-04:00,2018-03-27T20:58:20-04:00,2018-03-27T21:28:35-04:00,1989000,True
project_3,description_8,None,2018-03-27T19:58:00-04:00,2018-03-27T20:24:34-04:00,2018-03-27T20:24:37-04:00,1594000,True
project_3,description_3,None,2018-03-27T19:07:00-04:00,2018-03-27T19:49:47-04:00,2018-03-27T19:49:57-04:00,2567000,True
project_0,description_10,None,2018-03-27T18:13:11-04:00,2018-03-27T19:05:30-04:00,2018-03-27T19:05:31-04:00,3139000,True
project_1,description_1,None,2018-03-27T17:56:17-04:00,2018-03-27T18:13:07-04:00,2018-03-27T18:13:08-04:00,1010000,True
project_0,description_10,None,2018-03-27T17:10:06-04:00,2018-03-27T17:56:17-04:00,2018-03-27T17:56:19-04:00,2771000,True
project_3,description_3,None,2018-03-27T16:46:46-04:00,2018-03-27T17:09:48-04:00,2018-03-27T17:10:01-04:00,1382000,True
project_2,description_2,None,2018-03-27T15:42:00-04:00,2018-03-27T16:31:48-04:00,2018-03-27T16:32:08-04:00,2988000,True
project_3,description_3,None,2018-03-27T14:39:00-04:00,2018-03-27T15:41:00-04:00,2018-03-27T16:32:22-04:00,3720000,True
project_1,description_1,None,2018-03-27T14:18:33-04:00,2018-03-27T14:35:58-04:00,2018-03-27T14:35:58-04:00,1045000,False
project_6,description_6,None,2018-03-27T13:59:02-04:00,2018-03-27T14:18:33-04:00,2018-03-27T14:18:33-04:00,1171000,False
project_1,description_1,None,2018-03-27T13:49:23-04:00,2018-03-27T13:59:01-04:00,2018-03-27T13:59:02-04:00,578000,True
project_3,description_8,None,2018-03-27T13:16:53-04:00,2018-03-27T13:35:00-04:00,2018-03-27T13:49:42-04:00,1087000,True
project_5,description_9,None,2018-03-27T11:56:37-04:00,2018-03-27T13:16:52-04:00,2018-03-27T13:16:52-04:00,4815000,False
project_3,description_8,None,2018-03-27T11:39:33-04:00,2018-03-27T11:56:36-04:00,2018-03-27T11:56:36-04:00,1023000,False
project_0,description_10,None,2018-03-27T09:52:05-04:00,2018-03-27T11:39:33-04:00,2018-03-27T11:55:59-04:00,6448000,True
project_3,description_7,None,2018-03-27T09:03:14-04:00,2018-03-27T09:52:04-04:00,2018-03-27T09:52:07-04:00,2930000,True
project_3,description_3,None,2018-03-26T21:50:00-04:00,2018-03-27T01:16:08-04:00,2018-03-27T01:16:31-04:00,12368000,True
project_1,description_1,None,2018-03-26T21:19:19-04:00,2018-03-26T21:49:21-04:00,2018-03-26T21:49:39-04:00,1802000,True
project_6,description_6,None,2018-03-26T20:37:42-04:00,2018-03-26T21:19:13-04:00,2018-03-26T21:49:32-04:00,2491000,True
project_3,description_3,None,2018-03-26T20:03:57-04:00,2018-03-26T20:37:41-04:00,2018-03-26T20:37:42-04:00,2024000,True
project_2,description_2,None,2018-03-26T19:32:42-04:00,2018-03-26T20:03:50-04:00,2018-03-26T20:03:51-04:00,1868000,True
project_3,description_3,None,2018-03-26T19:24:47-04:00,2018-03-26T19:32:39-04:00,2018-03-26T19:32:41-04:00,472000,True
project_3,description_3,None,2018-03-26T17:00:30-04:00,2018-03-26T19:03:54-04:00,2018-03-26T19:03:55-04:00,7404000,True
project_1,description_1,None,2018-03-26T16:19:22-04:00,2018-03-26T16:48:39-04:00,2018-03-26T16:48:39-04:00,1757000,False
project_3,description_8,None,2018-03-26T15:29:39-04:00,2018-03-26T16:19:22-04:00,2018-03-26T16:19:22-04:00,2983000,False
project_7,description_12,None,2018-03-26T14:07:42-04:00,2018-03-26T15:26:17-04:00,2018-03-26T15:26:19-04:00,4715000,True
project_7,description_10,None,2018-03-26T13:14:25-04:00,2018-03-26T14:00:24-04:00,2018-03-26T15:29:11-04:00,2759000,True
project_1,description_11,None,2018-03-26T12:36:00-04:00,2018-03-26T13:14:10-04:00,2018-03-26T13:14:27-04:00,2290000,True
project_4,description_4,None,2018-03-26T12:05:00-04:00,2018-03-26T12:33:00-04:00,2018-03-26T13:15:25-04:00,1680000,True
project_6,description_19,None,2018-03-26T11:46:40-04:00,2018-03-26T12:03:51-04:00,2018-03-26T12:03:52-04:00,1031000,True
project_2,description_2,None,2018-03-26T10:56:00-04:00,2018-03-26T11:46:29-04:00,2018-03-26T11:46:39-04:00,3029000,True
project_3,description_7,None,2018-03-26T09:00:46-04:00,2018-03-26T10:54:00-04:00,2018-03-26T11:46:21-04:00,6794000,True
project_3,description_3,None,2018-03-25T23:29:24-04:00,2018-03-26T01:16:57-04:00,2018-03-26T01:16:59-04:00,6453000,True
project_4,description_4,None,2018-03-25T23:02:32-04:00,2018-03-25T23:29:20-04:00,2018-03-25T23:29:21-04:00,1608000,True
project_9,description_54,tag_1,2018-03-25T22:25:53-04:00,2018-03-25T22:59:22-04:00,2018-03-25T22:59:23-04:00,2009000,True
project_1,description_1,None,2018-03-25T21:11:00-04:00,2018-03-25T21:48:22-04:00,2018-03-25T22:31:46-04:00,2242000,True
project_6,description_19,None,2018-03-25T20:02:43-04:00,2018-03-25T21:10:00-04:00,2018-03-25T21:21:20-04:00,4037000,True
project_6,description_6,None,2018-03-25T19:43:20-04:00,2018-03-25T20:02:43-04:00,2018-03-25T20:02:43-04:00,1163000,False
project_6,description_19,None,2018-03-25T18:15:35-04:00,2018-03-25T19:43:19-04:00,2018-03-25T19:43:19-04:00,5264000,False
project_4,description_4,None,2018-03-25T17:14:41-04:00,2018-03-25T18:08:43-04:00,2018-03-25T18:41:00-04:00,3242000,True
project_0,description_10,None,2018-03-25T16:34:15-04:00,2018-03-25T17:13:16-04:00,2018-03-25T17:53:17-04:00,2341000,True
project_1,description_1,None,2018-03-25T16:05:33-04:00,2018-03-25T16:29:29-04:00,2018-03-25T16:29:29-04:00,1436000,False
project_5,description_5,None,2018-03-25T15:37:33-04:00,2018-03-25T16:02:24-04:00,2018-03-25T16:02:24-04:00,1491000,False
project_3,description_3,None,2018-03-25T14:51:00-04:00,2018-03-25T15:34:20-04:00,2018-03-25T15:34:30-04:00,2600000,True
project_0,description_10,None,2018-03-25T13:56:00-04:00,2018-03-25T14:46:47-04:00,2018-03-25T14:46:58-04:00,3047000,True
project_2,description_2,None,2018-03-25T13:06:58-04:00,2018-03-25T13:52:11-04:00,2018-03-25T13:52:12-04:00,2713000,True
project_3,description_3,None,2018-03-25T11:25:20-04:00,2018-03-25T13:06:49-04:00,2018-03-25T13:06:49-04:00,6089000,False
project_1,description_1,None,2018-03-25T11:18:12-04:00,2018-03-25T11:25:06-04:00,2018-03-25T11:25:06-04:00,414000,False
project_6,description_6,None,2018-03-25T10:39:00-04:00,2018-03-25T11:18:05-04:00,2018-03-25T13:52:33-04:00,2345000,True
project_3,description_3,None,2018-03-25T09:57:06-04:00,2018-03-25T10:37:53-04:00,2018-03-25T10:37:53-04:00,2447000,False
project_3,description_7,None,2018-03-25T09:07:07-04:00,2018-03-25T09:56:57-04:00,2018-03-25T09:56:57-04:00,2990000,False
project_3,description_3,None,2018-03-25T01:10:53-04:00,2018-03-25T01:50:30-04:00,2018-03-25T01:50:30-04:00,2377000,False
project_3,description_3,None,2018-03-24T22:40:50-04:00,2018-03-25T00:58:53-04:00,2018-03-25T00:58:54-04:00,8283000,True
project_7,description_55,None,2018-03-24T22:14:00-04:00,2018-03-24T22:35:41-04:00,2018-03-24T22:35:41-04:00,1301000,False
project_7,description_56,None,2018-03-24T21:33:03-04:00,2018-03-24T22:13:56-04:00,2018-03-24T22:13:58-04:00,2453000,True
project_7,description_56,None,2018-03-24T19:57:08-04:00,2018-03-24T21:32:10-04:00,2018-03-24T21:32:11-04:00,5702000,True
project_1,description_1,None,2018-03-24T18:39:26-04:00,2018-03-24T19:11:58-04:00,2018-03-24T19:11:59-04:00,1952000,True
project_3,description_3,None,2018-03-24T18:12:31-04:00,2018-03-24T18:39:22-04:00,2018-03-24T18:39:23-04:00,1611000,True
project_3,description_3,None,2018-03-24T16:01:05-04:00,2018-03-24T18:05:07-04:00,2018-03-24T18:05:18-04:00,7442000,True
project_4,description_4,None,2018-03-24T15:58:12-04:00,2018-03-24T15:59:03-04:00,2018-03-24T15:59:04-04:00,51000,True
project_4,description_4,None,2018-03-24T15:35:49-04:00,2018-03-24T15:57:51-04:00,2018-03-24T15:57:52-04:00,1322000,True
project_2,description_2,None,2018-03-24T14:53:18-04:00,2018-03-24T15:30:23-04:00,2018-03-24T15:30:24-04:00,2225000,True
project_3,description_3,None,2018-03-24T13:10:00-04:00,2018-03-24T14:52:27-04:00,2018-03-24T14:53:16-04:00,6147000,True
project_1,description_1,None,2018-03-24T12:26:00-04:00,2018-03-24T13:08:00-04:00,2018-03-24T14:53:06-04:00,2520000,True
project_6,description_6,None,2018-03-24T11:55:23-04:00,2018-03-24T12:26:10-04:00,2018-03-24T14:52:23-04:00,1847000,True
project_3,description_8,None,2018-03-24T11:33:33-04:00,2018-03-24T11:55:21-04:00,2018-03-24T11:55:21-04:00,1308000,False
project_5,description_9,None,2018-03-24T10:33:07-04:00,2018-03-24T11:33:31-04:00,2018-03-24T11:33:32-04:00,3624000,True
project_3,description_8,None,2018-03-24T10:18:46-04:00,2018-03-24T10:33:07-04:00,2018-03-24T10:33:08-04:00,861000,True
project_2,description_2,None,2018-03-24T10:01:03-04:00,2018-03-24T10:18:46-04:00,2018-03-24T10:33:08-04:00,1063000,True
project_3,description_7,None,2018-03-24T09:03:21-04:00,2018-03-24T10:00:55-04:00,2018-03-24T10:00:55-04:00,3454000,False
project_3,description_3,None,2018-03-23T23:56:34-04:00,2018-03-24T00:56:35-04:00,2018-03-24T14:52:38-04:00,3601000,True
project_7,description_57,None,2018-03-23T23:19:29-04:00,2018-03-23T23:55:25-04:00,2018-03-23T23:55:27-04:00,2156000,True
project_7,description_57,None,2018-03-23T22:08:37-04:00,2018-03-23T22:49:55-04:00,2018-03-23T22:49:56-04:00,2478000,True
project_3,description_3,None,2018-03-23T20:14:27-04:00,2018-03-23T21:50:04-04:00,2018-03-23T21:50:04-04:00,5737000,False
project_1,description_11,None,2018-03-23T19:40:51-04:00,2018-03-23T20:07:30-04:00,2018-03-23T20:07:30-04:00,1599000,False
project_3,description_8,None,2018-03-23T18:44:32-04:00,2018-03-23T19:40:51-04:00,2018-03-23T19:40:55-04:00,3379000,True
project_3,description_3,None,2018-03-23T18:30:18-04:00,2018-03-23T18:44:19-04:00,2018-03-23T18:44:28-04:00,841000,True
project_0,description_10,None,2018-03-23T16:05:57-04:00,2018-03-23T18:30:59-04:00,2018-03-23T18:31:52-04:00,8702000,True
project_3,description_7,None,2018-03-23T09:03:15-04:00,2018-03-23T11:11:37-04:00,2018-03-23T11:11:37-04:00,7702000,False
project_3,description_3,None,2018-03-22T22:50:00-04:00,2018-03-22T23:52:01-04:00,2018-03-22T23:52:18-04:00,3721000,True
project_8,description_58,None,2018-03-22T21:27:07-04:00,2018-03-22T22:47:24-04:00,2018-03-22T22:47:27-04:00,4817000,True
project_0,description_10,None,2018-03-22T20:08:51-04:00,2018-03-22T20:58:07-04:00,2018-03-22T20:58:09-04:00,2956000,True
project_1,description_1,None,2018-03-22T19:43:24-04:00,2018-03-22T20:08:46-04:00,2018-03-22T20:08:52-04:00,1522000,True
project_4,description_4,None,2018-03-22T19:33:11-04:00,2018-03-22T19:43:13-04:00,2018-03-22T19:43:20-04:00,602000,True
project_8,description_59,None,2018-03-22T18:21:43-04:00,2018-03-22T19:32:55-04:00,2018-03-22T19:43:06-04:00,4272000,True
project_8,description_10,tag_3,2018-03-22T17:17:25-04:00,2018-03-22T18:21:43-04:00,2018-03-22T18:21:43-04:00,3858853,False
project_8,description_10,tag_3,2018-03-22T16:45:12-04:00,2018-03-22T17:15:13-04:00,2018-03-22T17:15:31-04:00,1801000,True
project_1,description_1,None,2018-03-22T16:08:24-04:00,2018-03-22T16:19:25-04:00,2018-03-22T16:19:25-04:00,661000,False
project_3,description_3,None,2018-03-22T15:54:00-04:00,2018-03-22T16:08:13-04:00,2018-03-22T16:08:23-04:00,853000,True
project_2,description_2,None,2018-03-22T15:13:43-04:00,2018-03-22T15:53:00-04:00,2018-03-22T16:08:09-04:00,2357000,True
project_3,description_3,None,2018-03-22T14:13:54-04:00,2018-03-22T15:13:41-04:00,2018-03-22T15:13:41-04:00,3587000,False
project_1,description_1,None,2018-03-22T14:02:45-04:00,2018-03-22T14:13:54-04:00,2018-03-22T14:13:54-04:00,669000,False
project_3,description_3,None,2018-03-22T13:24:38-04:00,2018-03-22T14:02:45-04:00,2018-03-22T14:02:45-04:00,2287000,False
project_1,description_1,None,2018-03-22T13:04:00-04:00,2018-03-22T13:24:00-04:00,2018-03-22T13:24:31-04:00,1200000,True
project_6,description_6,None,2018-03-22T12:31:00-04:00,2018-03-22T13:03:00-04:00,2018-03-22T13:16:01-04:00,1920000,True
project_3,description_8,None,2018-03-22T12:10:18-04:00,2018-03-22T12:29:00-04:00,2018-03-22T13:15:17-04:00,1122000,True
project_5,description_9,None,2018-03-22T11:14:35-04:00,2018-03-22T12:10:18-04:00,2018-03-22T12:10:24-04:00,3343000,True
project_3,description_8,None,2018-03-22T10:56:41-04:00,2018-03-22T11:14:33-04:00,2018-03-22T11:14:34-04:00,1072000,True
project_3,description_7,None,2018-03-22T09:08:34-04:00,2018-03-22T10:56:41-04:00,2018-03-22T10:56:41-04:00,6487000,False
project_3,description_3,None,2018-03-21T23:37:00-04:00,2018-03-22T00:29:00-04:00,2018-03-22T00:34:25-04:00,3120000,True
project_9,description_47,tag_2,2018-03-21T22:28:00-04:00,2018-03-21T23:36:00-04:00,2018-03-22T17:07:57-04:00,4080000,True
project_9,description_40,None,2018-03-21T20:30:48-04:00,2018-03-21T22:25:47-04:00,2018-03-21T22:25:48-04:00,6899000,True
project_3,description_3,None,2018-03-21T20:30:46-04:00,2018-03-21T20:30:47-04:00,2018-03-21T20:30:47-04:00,1000,False
project_1,description_1,None,2018-03-21T19:08:11-04:00,2018-03-21T19:33:10-04:00,2018-03-21T19:33:10-04:00,1499000,False
project_3,description_3,None,2018-03-21T18:36:00-04:00,2018-03-21T19:04:00-04:00,2018-03-21T19:33:59-04:00,1680000,True
project_3,description_8,None,2018-03-21T17:32:43-04:00,2018-03-21T18:35:54-04:00,2018-03-21T18:35:55-04:00,3791000,True
project_6,description_20,None,2018-03-21T16:35:00-04:00,2018-03-21T17:32:43-04:00,2018-03-21T17:32:44-04:00,3463000,True
project_8,description_60,None,2018-03-21T15:58:00-04:00,2018-03-21T16:46:10-04:00,2018-03-22T17:02:20-04:00,2890000,True
project_2,description_2,None,2018-03-21T15:42:44-04:00,2018-03-21T15:58:35-04:00,2018-03-21T15:58:35-04:00,951844,False
project_7,description_12,None,2018-03-21T14:03:26-04:00,2018-03-21T15:42:44-04:00,2018-03-21T15:42:47-04:00,5958000,True
project_6,description_20,None,2018-03-21T13:18:05-04:00,2018-03-21T14:03:20-04:00,2018-03-21T14:03:22-04:00,2715000,True
project_3,description_8,None,2018-03-21T12:39:47-04:00,2018-03-21T13:18:04-04:00,2018-03-21T13:18:08-04:00,2297000,True
project_2,description_2,None,2018-03-21T11:38:23-04:00,2018-03-21T12:39:47-04:00,2018-03-21T13:18:07-04:00,3684000,True
project_3,description_3,None,2018-03-21T11:17:30-04:00,2018-03-21T11:38:16-04:00,2018-03-21T11:38:16-04:00,1246000,False
project_3,description_7,None,2018-03-21T08:58:00-04:00,2018-03-21T11:17:23-04:00,2018-03-21T11:17:23-04:00,8363000,False
project_3,description_3,None,2018-03-21T00:51:10-04:00,2018-03-21T01:37:00-04:00,2018-03-21T14:13:44-04:00,2750000,True
project_8,description_61,None,2018-03-20T22:21:52-04:00,2018-03-21T00:40:55-04:00,2018-03-21T00:40:57-04:00,8343000,True
project_6,description_6,None,2018-03-20T22:06:39-04:00,2018-03-20T22:21:52-04:00,2018-03-20T22:21:54-04:00,913000,True
project_8,description_61,None,2018-03-20T20:46:12-04:00,2018-03-20T22:06:34-04:00,2018-03-20T22:06:37-04:00,4822000,True
project_9,description_40,None,2018-03-20T19:37:13-04:00,2018-03-20T20:23:46-04:00,2018-03-20T20:23:47-04:00,2793000,True
project_1,description_1,None,2018-03-20T19:12:38-04:00,2018-03-20T19:37:13-04:00,2018-03-20T19:37:13-04:00,1475000,False
project_9,description_40,None,2018-03-20T18:48:23-04:00,2018-03-20T19:12:38-04:00,2018-03-20T19:12:39-04:00,1455000,True
project_3,description_3,None,2018-03-20T17:55:32-04:00,2018-03-20T18:36:34-04:00,2018-03-20T18:36:47-04:00,2462000,True
project_6,description_20,None,2018-03-20T17:18:21-04:00,2018-03-20T17:54:57-04:00,2018-03-20T17:54:57-04:00,2196000,False
project_3,description_3,None,2018-03-20T16:25:15-04:00,2018-03-20T16:46:01-04:00,2018-03-20T16:46:02-04:00,1246000,True
project_5,description_5,None,2018-03-20T15:41:37-04:00,2018-03-20T16:14:17-04:00,2018-03-20T16:14:18-04:00,1960000,True
project_3,description_8,None,2018-03-20T15:13:19-04:00,2018-03-20T15:41:36-04:00,2018-03-20T16:14:18-04:00,1697000,True
project_2,description_2,None,2018-03-20T14:58:17-04:00,2018-03-20T15:13:11-04:00,2018-03-20T15:13:11-04:00,894000,False
project_8,description_62,None,2018-03-20T14:18:41-04:00,2018-03-20T14:53:04-04:00,2018-03-20T14:53:06-04:00,2063000,True
project_4,description_4,None,2018-03-20T13:13:01-04:00,2018-03-20T14:13:35-04:00,2018-03-20T14:13:37-04:00,3634000,True
project_2,description_2,None,2018-03-20T12:13:42-04:00,2018-03-20T13:13:00-04:00,2018-03-20T13:13:01-04:00,3558000,True
